datetime,open,high,low,close,volume,return
20071227,149.01,149.03,147.32,147.67,2627597,-0.012901069518716612
20071228,148.54,148.61,146.9,147.38,2379117,-0.0019638382880746708
20071231,147.11,147.33,146.06,146.39,2222390,-0.006717329352693757
20080102,146.53,146.99,143.88,144.86,4207157,-0.010451533574697525
20080103,144.92,145.49,144.12,144.86,2673625,0.0
20080104,143.34,143.44,140.91,141.31,4701915,-0.02450641999171621
20080107,141.81,142.23,140.1,141.19,5198367,-0.0008491968013587536
20080108,142.1,142.9,138.44,138.91,7368600,-0.016148452439974537
20080109,139.01,140.8,137.7,140.37,6840675,0.010510402418832498
20080110,139.7,142.8,139.37,141.29,7204890,0.006554107002920695
20080111,140.75,141.9,139.0,140.15,5928605,-0.008068511571944104
20080114,141.16,141.86,140.4,141.28,3407582,0.008062789867998577
20080115,139.74,140.1,137.9,138.17,4977975,-0.022013023782559538
20080116,137.37,139.12,136.28,136.98,7873592,-0.008612578707389407
20080117,137.58,137.88,132.93,133.43,8482085,-0.025916192144838535
20080118,134.2,135.02,131.1,132.06,8069437,-0.010267556021884117
20080122,126.45,132.25,126.0,130.72,8768425,-0.01014690292291387
20080123,127.12,134.19,126.84,133.86,10313885,0.02402080783353755
20080124,134.28,135.46,133.31,134.99,5695592,0.008441655460929232
20080125,136.5,136.76,132.6,133.38,5806105,-0.011926809393288496
20080128,133.29,135.52,132.06,135.24,4787195,0.013945119208277124
20080129,136.1,136.45,134.88,135.91,3529025,0.004954155575273456
20080130,135.58,138.54,134.58,134.91,7508597,-0.007357810315650082
20080131,133.42,138.54,133.2,137.37,7194977,0.01823437847453868
20080201,137.92,139.61,137.52,139.58,4286147,0.016087937686540155
20080204,139.19,139.3,137.64,137.82,2756300,-0.01260925634045007
20080205,135.86,136.25,133.67,134.13,5956387,-0.026774053112755714
20080206,134.58,135.25,132.41,133.05,5293057,-0.008051889957503833
20080207,132.08,134.79,131.73,133.93,6487430,0.00661405486659139
20080208,133.27,134.22,132.1,133.07,4654205,-0.006421264839841845
20080211,133.12,134.23,132.04,133.75,4265027,0.005110092432554447
20080212,134.91,136.31,133.98,134.99,5594170,0.009271028037383333
20080213,136.06,137.1,135.14,136.37,3932827,0.010222979479961536
20080214,136.94,137.0,134.79,135.17,4590630,-0.008799589352497028
20080215,134.55,136.1,133.36,135.14,3229240,-0.0002219427387734063
20080219,136.67,136.89,134.61,135.52,3337967,0.002811898771644339
20080220,134.0,137.6,133.76,135.92,5024472,0.0029515938606845538
20080221,136.66,137.01,134.07,134.79,4497945,-0.008313713949381962
20080222,134.98,135.85,132.86,135.62,4744432,0.006157726834334909
20080225,135.54,137.65,134.78,137.33,4342837,0.012608759769945577
20080226,136.72,138.95,136.5,138.36,4499202,0.007500182043253423
20080227,137.56,139.14,137.41,138.22,3808880,-0.0010118531367447892
20080228,137.25,137.96,136.55,136.87,3676727,-0.009767038055274124
20080229,135.59,135.68,132.78,133.82,5181480,-0.022283919047271228
20080303,133.16,133.81,132.24,133.5,4320287,-0.002391271857719257
20080304,132.23,133.4,130.99,132.99,6595535,-0.0038202247191010397
20080305,133.4,134.77,132.34,133.83,6052435,0.00631626438078059
20080306,132.98,133.22,130.55,131.06,5538652,-0.020697900321303253
20080307,129.72,131.74,128.58,129.71,7008160,-0.010300625667633123
20080310,129.77,129.93,127.59,128.0,5453535,-0.013183254953357593
20080311,130.72,132.72,128.95,132.6,6838657,0.035937499999999956
